phase,mode,candidate_id,recommended_candidate,rounds,base_bet,bonus_cost_multiplier,bonus_cost,seed,record_mode,theoretical_rtp_target,theoretical_rtp,expected_payout_multiplier,theoretical_hit_rate,theoretical_zero_rate,theoretical_below_cost_rate,theoretical_profit_rate,theoretical_break_even_rate,median_multiplier,p95_multiplier,p99_multiplier,variance,standard_deviation,max_win_multiplier,total_wager,total_payout,total_net_profit,simulated_rtp
2,single,A,True,1000000,1.0,100.0,100.0,20260603,summary,0.96,0.96,96.0,0.82,0.18,0.44,0.38,0.0,90.0,275.0,275.0,5646.0,75.13987,275.0,100000000.0,95970475.0,-4029525.0,0.959705
