phase,mode,rounds_per_candidate,base_bet,seed_A,seed_B,recommended_candidate,simulated_rtp_A,simulated_rtp_B,theoretical_rtp_A,theoretical_rtp_B,variance_A,variance_B,max_win_multiplier_A,max_win_multiplier_B,zero_rate_A,zero_rate_B,profit_rate_A,profit_rate_B
2,compare,1000000,1.0,20260603,20260604,A,0.959705,0.957313,0.96,0.96,5646.0,17836.8,275.0,496.0,0.18,0.46,0.38,0.26
