phase,mode,candidate_id,recommended_candidate,rounds,base_bet,bonus_cost_multiplier,bonus_cost,seed,record_mode,theoretical_rtp_target,theoretical_rtp,expected_payout_multiplier,theoretical_hit_rate,theoretical_zero_rate,theoretical_below_cost_rate,theoretical_profit_rate,theoretical_break_even_rate,median_multiplier,p95_multiplier,p99_multiplier,variance,standard_deviation,max_win_multiplier,total_wager,total_payout,total_net_profit,simulated_rtp
2,single,B,False,1000000,1.0,100.0,100.0,20260603,summary,0.96,0.96,96.0,0.54,0.46,0.18,0.26,0.1,60.0,320.0,496.0,17836.8,133.554483,496.0,100000000.0,95986940.0,-4013060.0,0.959869
